> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-30 00:00:00.000,   39135974.938,  153578261.063,         45.300,   39135971.879,  325318508.989,         39.200,,,,,,
I02, 2025-01-30 00:00:30.000,   39133002.125,  153566593.555,         45.200,   39132998.480,  325293794.175,         38.700,,,,,,
I02, 2025-01-30 00:01:00.000,   39130019.617,  153554889.329,         44.700,   39130015.602,  325269001.606,         38.100,,,,,,
I02, 2025-01-30 00:01:30.000,   39127027.500,  153543147.960,         45.000,   39127023.207,  325244130.334,         37.900,,,,,,
I02, 2025-01-30 00:02:00.000,   39124025.922,  153531369.534,         45.700,   39124021.715,  325219180.583,         38.400,,,,,,
I02, 2025-01-30 00:02:30.000,   39121015.234,  153519554.719,         45.800,   39121011.574,  325194153.747,         39.000,,,,,,
I02, 2025-01-30 00:03:00.000,   39117995.484,  153507703.587,         46.200,   39117991.727,  325169049.997,         38.300,,,,,,
I02, 2025-01-30 00:03:30.000,   39114965.906,  153495815.865,         46.600,   39114962.137,  325143868.710,         36.800,,,,,,
I02, 2025-01-30 00:04:00.000,   39111927.164,  153483892.162,         46.600,   39111922.891,  325118611.227,         37.100,,,,,,
I02, 2025-01-30 00:04:30.000,   39108879.703,  153471932.376,         46.000,   39108875.461,  325093277.303,         37.700,,,,,,
I02, 2025-01-30 00:05:00.000,   39105822.570,  153459936.144,         45.200,   39105818.500,  325067866.204,         37.200,,,,,,
I02, 2025-01-30 00:05:30.000,   39102756.359,  153447904.054,         45.800,   39102752.422,  325042379.131,         37.200,,,,,,
I02, 2025-01-30 00:06:00.000,   39099681.602,  153435836.760,         46.500,   39099677.316,  325016817.481,         37.600,,,,,,
I02, 2025-01-30 00:06:30.000,   39096597.289,  153423733.821,         46.300,   39096593.180,  324991180.327,         37.100,,,,,,
I02, 2025-01-30 00:07:00.000,   39093504.414,  153411595.833,         46.200,   39093499.977,  324965468.925,         37.100,,,,,,
I02, 2025-01-30 00:07:30.000,   39090402.203,  153399422.326,         46.300,   39090397.859,  324939682.304,         37.700,,,,,,
I02, 2025-01-30 00:08:00.000,   39087291.281,  153387213.613,         47.500,   39087286.398,  324913821.062,         36.600,,,,,,
I02, 2025-01-30 00:08:30.000,   39084171.453,  153374969.787,         46.600,   39084166.457,  324887885.438,         37.400,,,,,,
I02, 2025-01-30 00:09:00.000,   39081041.789,  153362690.996,         46.000,   39081037.750,  324861875.784,         37.100,,,,,,
I02, 2025-01-30 00:09:30.000,   39077904.563,  153350378.034,         45.900,   39077900.480,  324835793.711,         38.300,,,,,,
I02, 2025-01-30 00:10:00.000,   39074757.602,  153338030.230,         46.200,   39074754.035,  324809637.878,         36.800,,,,,,
I02, 2025-01-30 00:10:30.000,   39071602.273,  153325647.860,         46.100,   39071598.563,  324783408.825,         37.800,,,,,,
I02, 2025-01-30 00:11:00.000,   39068438.039,  153313231.251,         45.400,   39068434.355,  324757107.257,         37.500,,,,,,
I02, 2025-01-30 00:11:30.000,   39065265.391,  153300780.661,         46.100,   39065261.660,  324730733.710,         37.100,,,,,,
I02, 2025-01-30 00:12:00.000,   39062084.438,  153288295.592,         46.300,   39062080.242,  324704287.106,         37.800,,,,,,
I02, 2025-01-30 00:12:30.000,   39058894.188,  153275776.778,         46.400,   39058890.160,  324677769.021,         37.700,,,,,,
I02, 2025-01-30 00:13:00.000,   39055695.297,  153263224.151,         47.000,   39055691.453,  324651179.319,         38.600,,,,,,
I02, 2025-01-30 00:13:30.000,   39052488.430,  153250638.512,         46.500,   39052484.293,  324624519.679,         37.500,,,,,,
I02, 2025-01-30 00:14:00.000,   39049272.383,  153238019.319,         47.000,   39049268.488,  324597788.966,         38.200,,,,,,
I02, 2025-01-30 00:14:30.000,   39046047.898,  153225366.848,         46.300,   39046043.793,  324570987.722,         37.900,,,,,,
I02, 2025-01-30 00:15:00.000,   39042815.383,  153212681.439,         46.600,   39042811.434,  324544116.739,         37.900,,,,,,
I02, 2025-01-30 00:15:30.000,   39039574.219,  153199962.264,         46.100,   39039570.270,  324517174.220,         38.200,,,,,,
I02, 2025-01-30 00:16:00.000,   39036324.883,  153187210.768,         46.700,   39036321.121,  324490163.258,         38.400,,,,,,
I02, 2025-01-30 00:16:30.000,   39033067.164,  153174426.148,         46.600,   39033063.063,  324463082.123,         38.500,,,,,,
I02, 2025-01-30 00:17:00.000,   39029801.219,  153161609.339,         45.100,   39029796.672,  324435932.761,         37.400,,,,,,
I02, 2025-01-30 00:17:30.000,   39026526.313,  153148759.766,         46.200,   39026522.676,  324408714.036,         39.200,,,,,,
I02, 2025-01-30 00:18:00.000,   39023243.836,  153135877.894,         44.700,   39023240.070,  324381426.914,         38.800,,,,,,
I02, 2025-01-30 00:18:30.000,   39019952.867,  153122963.893,         46.700,   39019948.820,  324354071.706,         38.400,,,,,,
I02, 2025-01-30 00:19:00.000,   39016653.969,  153110018.152,         46.400,   39016650.156,  324326649.263,         38.700,,,,,,
I02, 2025-01-30 00:19:30.000,   39013347.156,  153097040.304,         46.300,   39013343.004,  324299158.817,         39.400,,,,,,
I02, 2025-01-30 00:20:00.000,   39010031.953,  153084030.813,         46.800,   39010028.012,  324271601.366,         38.700,,,,,,
I02, 2025-01-30 00:20:30.000,   39006708.602,  153070989.858,         46.700,   39006704.793,  324243977.228,         38.500,,,,,,
I02, 2025-01-30 00:21:00.000,   39003377.930,  153057917.280,         46.900,   39003373.258,  324216286.087,         38.600,,,,,,
I02, 2025-01-30 00:21:30.000,   39000037.938,  153044814.051,         44.700,   39000034.355,  324188530.037,         37.200,,,,,,
I02, 2025-01-30 00:22:00.000,   38996690.992,  153031679.163,         46.300,   38996686.977,  324160706.912,         37.700,,,,,,
I02, 2025-01-30 00:22:30.000,   38993335.930,  153018512.890,         46.200,   38993332.129,  324132817.343,         39.400,,,,,,
I02, 2025-01-30 00:23:00.000,   38989973.016,  153005315.819,         47.000,   38989969.480,  324104862.539,         38.900,,,,,,
I02, 2025-01-30 00:23:30.000,   38986602.164,  152992088.594,         47.600,   38986598.648,  324076843.841,         37.600,,,,,,
I02, 2025-01-30 00:24:00.000,   38983223.758,  152978830.668,         47.500,   38983219.645,  324048760.097,         37.700,,,,,,
I02, 2025-01-30 00:24:30.000,   38979837.219,  152965542.322,         47.100,   38979833.477,  324020611.928,         38.000,,,,,,
I02, 2025-01-30 00:25:00.000,   38976443.758,  152952223.663,         45.400,   38976439.629,  323992399.546,         37.800,,,,,,
I02, 2025-01-30 00:25:30.000,   38973041.586,  152938875.215,         44.300,   38973038.367,  323964124.090,         38.200,,,,,,
I02, 2025-01-30 00:26:00.000,   38969632.805,  152925496.759,         46.200,   38969629.406,  323935785.058,         38.400,,,,,,
I02, 2025-01-30 00:26:30.000,   38966215.844,  152912088.457,         46.300,   38966212.254,  323907382.812,         37.900,,,,,,
I02, 2025-01-30 00:27:00.000,   38962791.539,  152898650.103,         47.000,   38962787.699,  323878916.892,         38.600,,,,,,
I02, 2025-01-30 00:27:30.000,   38959359.789,  152885182.352,         46.500,   38959355.434,  323850388.680,         38.400,,,,,,
I02, 2025-01-30 00:28:00.000,   38955920.477,  152871685.456,         44.500,   38955916.672,  323821798.749,         38.700,,,,,,
I02, 2025-01-30 00:28:30.000,   38952473.797,  152858159.301,         47.200,   38952469.641,  323793146.847,         39.000,,,,,,
I02, 2025-01-30 00:29:00.000,   38949018.781,  152844603.506,         47.400,   38949015.145,  323764432.126,         38.400,,,,,,
I02, 2025-01-30 00:29:30.000,   38945557.383,  152831019.244,         46.500,   38945553.859,  323735657.117,         38.800,,,,,,
I02, 2025-01-30 00:30:00.000,   38942088.531,  152817406.153,         46.700,   38942084.945,  323706821.098,         39.100,,,,,,
I02, 2025-01-30 00:30:30.000,   38938612.281,  152803763.757,         46.500,   38938607.836,  323677922.952,         37.500,,,,,,
I02, 2025-01-30 00:31:00.000,   38935128.844,  152790093.304,         47.000,   38935123.977,  323648965.381,         37.900,,,,,,
I02, 2025-01-30 00:31:30.000,   38931637.242,  152776394.103,         47.500,   38931633.352,  323619946.901,         38.700,,,,,,
I02, 2025-01-30 00:32:00.000,   38928139.578,  152762667.452,         46.700,   38928135.863,  323590870.302,         39.400,,,,,,
I02, 2025-01-30 00:32:30.000,   38924634.547,  152748912.573,         46.700,   38924630.684,  323561733.885,         39.400,,,,,,
I02, 2025-01-30 00:33:00.000,   38921122.445,  152735129.546,         47.200,   38921118.207,  323532537.839,         38.900,,,,,,
I02, 2025-01-30 00:33:30.000,   38917602.578,  152721318.910,         46.100,   38917598.461,  323503283.321,         38.700,,,,,,
I02, 2025-01-30 00:34:00.000,   38914076.742,  152707480.854,         45.800,   38914072.465,  323473970.710,         39.500,,,,,,
I02, 2025-01-30 00:34:30.000,   38910543.641,  152693615.136,         47.000,   38910539.566,  323444599.522,         39.400,,,,,,
I02, 2025-01-30 00:35:00.000,   38907002.813,  152679722.243,         47.000,   38906999.156,  323415170.771,         39.200,,,,,,
I02, 2025-01-30 00:35:30.000,   38903455.602,  152665802.767,         47.100,   38903451.617,  323385685.706,         38.400,,,,,,
I02, 2025-01-30 00:36:00.000,   38899901.352,  152651855.681,         46.600,   38899897.191,  323356142.153,         39.200,,,,,,
I02, 2025-01-30 00:36:30.000,   38896340.836,  152637881.986,         45.800,   38896336.625,  323326542.238,         39.200,,,,,,
I02, 2025-01-30 00:37:00.000,   38892772.898,  152623882.121,         47.000,   38892769.402,  323296886.885,         39.500,,,,,,
I02, 2025-01-30 00:37:30.000,   38889198.625,  152609855.226,         46.000,   38889194.922,  323267174.269,         40.000,,,,,,
I02, 2025-01-30 00:38:00.000,   38885617.523,  152595802.396,         46.600,   38885613.887,  323237406.728,         39.400,,,,,,
I02, 2025-01-30 00:38:30.000,   38882029.695,  152581722.954,         47.500,   38882026.406,  323207582.806,         40.400,,,,,,
I02, 2025-01-30 00:39:00.000,   38878435.266,  152567617.134,         46.900,   38878431.695,  323177703.014,         39.300,,,,,,
I02, 2025-01-30 00:39:30.000,   38874833.750,  152553485.444,         45.900,   38874830.230,  323147768.408,         39.700,,,,,,
I02, 2025-01-30 00:40:00.000,   38871226.242,  152539328.005,         46.200,   38871222.328,  323117779.269,         39.000,,,,,,
I02, 2025-01-30 00:40:30.000,   38867612.313,  152525144.885,         47.000,   38867608.426,  323087735.760,         39.900,,,,,,
I02, 2025-01-30 00:41:00.000,   38863991.703,  152510936.268,         47.300,   38863987.859,  323057638.211,         39.900,,,,,,
I02, 2025-01-30 00:41:30.000,   38860364.281,  152496702.476,         47.200,   38860360.559,  323027487.324,         40.400,,,,,,
I02, 2025-01-30 00:42:00.000,   38856730.414,  152482443.167,         46.900,   38856726.668,  322997282.415,         38.900,,,,,,
I02, 2025-01-30 00:42:30.000,   38853090.359,  152468159.464,         45.700,   38853086.711,  322967025.804,         39.500,,,,,,
I02, 2025-01-30 00:43:00.000,   38849444.195,  152453850.621,         45.800,   38849440.898,  322936715.958,         39.400,,,,,,
