> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-22 00:00:00.000,   39314286.305,  154277992.992,         46.000,   39314282.770,  326800721.800,         37.700,,,,,,
I02, 2025-01-22 00:00:30.000,   39311979.352,  154268940.110,         46.200,   39311975.711,  326781545.376,         37.000,,,,,,
I02, 2025-01-22 00:01:00.000,   39309660.734,  154259841.843,         45.800,   39309657.352,  326762272.837,         37.200,,,,,,
I02, 2025-01-22 00:01:30.000,   39307330.727,  154250698.559,         46.500,   39307327.176,  326742904.929,         37.200,,,,,,
I02, 2025-01-22 00:02:00.000,   39304989.508,  154241510.751,         46.200,   39304985.898,  326723442.701,         37.200,,,,,,
I02, 2025-01-22 00:02:30.000,   39302636.609,  154232277.596,         46.800,   39302632.984,  326703884.424,         36.800,,,,,,
I02, 2025-01-22 00:03:00.000,   39300272.484,  154223000.368,         45.700,   39300269.008,  326684232.789,         37.500,,,,,,
I02, 2025-01-22 00:03:30.000,   39297897.281,  154213678.760,         45.200,   39297893.594,  326664487.178,         37.900,,,,,,
I02, 2025-01-22 00:04:00.000,   39295510.398,  154204313.376,         45.800,   39295506.758,  326644648.790,         37.000,,,,,,
I02, 2025-01-22 00:04:30.000,   39293112.141,  154194902.685,         46.400,   39293108.973,  326624714.466,         36.700,,,,,,
I02, 2025-01-22 00:05:00.000,   39290702.750,  154185448.081,         45.800,   39290699.539,  326604687.112,         36.500,,,,,,
I02, 2025-01-22 00:05:30.000,   39288282.563,  154175949.532,         44.600,   39288279.367,  326584566.678,         39.100,,,,,,
I02, 2025-01-22 00:06:00.000,   39285850.766,  154166407.407,         45.300,   39285848.129,  326564353.937,         38.100,,,,,,
I02, 2025-01-22 00:06:30.000,   39283407.664,  154156821.080,         44.700,   39283405.102,  326544047.581,         37.800,,,,,,
I02, 2025-01-22 00:07:00.000,   39280954.125,  154147191.384,         45.800,   39280951.113,  326523649.347,         37.700,,,,,,
I02, 2025-01-22 00:07:30.000,   39278489.391,  154137517.634,         46.400,   39278485.461,  326503157.800,         36.800,,,,,,
I02, 2025-01-22 00:08:00.000,   39276013.125,  154127800.810,         45.700,   39276008.813,  326482574.996,         36.200,,,,,,
I02, 2025-01-22 00:08:30.000,   39273525.719,  154118040.912,         46.000,   39273522.055,  326461900.954,         38.400,,,,,,
I02, 2025-01-22 00:09:00.000,   39271027.906,  154108237.043,         45.800,   39271023.801,  326441133.770,         37.300,,,,,,
I02, 2025-01-22 00:09:30.000,   39268518.258,  154098390.318,         45.500,   39268514.734,  326420275.792,         37.800,,,,,,
I02, 2025-01-22 00:10:00.000,   39265998.242,  154088500.738,         45.100,   39265994.742,  326399327.050,         38.500,,,,,,
I02, 2025-01-22 00:10:30.000,   39263466.867,  154078568.078,         45.300,   39263463.660,  326378287.073,         38.000,,,,,,
I02, 2025-01-22 00:11:00.000,   39260924.945,  154068592.676,         45.300,   39260921.543,  326357156.543,         38.100,,,,,,
I02, 2025-01-22 00:11:30.000,   39258372.258,  154058574.973,         44.600,   39258368.426,  326335936.400,         38.000,,,,,,
I02, 2025-01-22 00:12:00.000,   39255808.320,  154048514.757,         43.900,   39255804.340,  326314626.211,         36.800,,,,,,
I02, 2025-01-22 00:12:30.000,   39253233.813,  154038411.834,         44.900,   39253229.883,  326293225.542,         37.600,,,,,,
I02, 2025-01-22 00:13:00.000,   39250648.648,  154028266.452,         44.100,   39250644.949,  326271734.966,         38.300,,,,,,
