> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-28 00:00:00.000,   39185239.086,  153771584.554,         43.800,   39185234.664,  325728016.002,         37.800,,,,,,
I02, 2025-01-28 00:00:30.000,   39182420.367,  153760525.219,         46.100,   39182416.504,  325704589.412,         37.800,,,,,,
I02, 2025-01-28 00:01:00.000,   39179591.961,  153749426.828,         45.300,   39179588.242,  325681080.069,         37.200,,,,,,
I02, 2025-01-28 00:01:30.000,   39176754.211,  153738289.176,         45.100,   39176749.953,  325657487.568,         37.600,,,,,,
I02, 2025-01-28 00:02:00.000,   39173905.844,  153727112.385,         45.100,   39173901.844,  325633812.182,         37.800,,,,,,
I02, 2025-01-28 00:02:30.000,   39171047.891,  153715897.266,         45.300,   39171043.813,  325610055.588,         37.300,,,,,,
I02, 2025-01-28 00:03:00.000,   39168179.445,  153704643.218,         46.000,   39168176.094,  325586216.550,         38.100,,,,,,
I02, 2025-01-28 00:03:30.000,   39165302.094,  153693350.651,         44.100,   39165298.480,  325562295.914,         37.000,,,,,,
I02, 2025-01-28 00:04:00.000,   39162415.000,  153682019.266,         44.600,   39162410.879,  325538293.067,         37.500,,,,,,
I02, 2025-01-28 00:04:30.000,   39159517.930,  153670649.685,         44.800,   39159513.270,  325514209.302,         37.200,,,,,,
I02, 2025-01-28 00:05:00.000,   39156610.539,  153659242.083,         45.100,   39156606.434,  325490044.996,         38.300,,,,,,
I02, 2025-01-28 00:05:30.000,   39153694.234,  153647796.455,         44.100,   39153689.980,  325465800.133,         37.600,,,,,,
I02, 2025-01-28 00:06:00.000,   39150767.516,  153636312.949,         45.100,   39150763.992,  325441475.043,         38.400,,,,,,
I02, 2025-01-28 00:06:30.000,   39147831.656,  153624791.725,         46.400,   39147828.020,  325417070.045,         38.100,,,,,,
I02, 2025-01-28 00:07:00.000,   39144886.359,  153613232.827,         44.900,   39144882.430,  325392585.228,         37.300,,,,,,
I02, 2025-01-28 00:07:30.000,   39141931.359,  153601636.385,         45.000,   39141927.168,  325368020.907,         38.300,,,,,,
I02, 2025-01-28 00:08:00.000,   39138966.414,  153590002.684,         44.700,   39138962.613,  325343377.664,         37.900,,,,,,
I02, 2025-01-28 00:08:30.000,   39135991.961,  153578331.663,         45.700,   39135988.820,  325318655.373,         38.800,,,,,,
I02, 2025-01-28 00:09:00.000,   39133008.922,  153566623.594,         45.700,   39133005.152,  325293854.609,         38.100,,,,,,
I02, 2025-01-28 00:09:30.000,   39130015.852,  153554878.686,         44.700,   39130011.785,  325268975.795,         37.900,,,,,,
I02, 2025-01-28 00:10:00.000,   39127013.484,  153543096.784,         46.100,   39127009.371,  325244018.626,         37.900,,,,,,
I02, 2025-01-28 00:10:30.000,   39124001.922,  153531278.064,         44.700,   39123998.039,  325218983.480,         38.100,,,,,,
I02, 2025-01-28 00:11:00.000,   39120980.563,  153519422.895,         46.300,   39120977.016,  325193871.109,         38.400,,,,,,
I02, 2025-01-28 00:11:30.000,   39117950.328,  153507531.410,         46.200,   39117946.746,  325168681.816,         38.100,,,,,,
I02, 2025-01-28 00:12:00.000,   39114910.852,  153495603.934,         46.000,   39114906.875,  325143416.271,         37.200,,,,,,
I02, 2025-01-28 00:12:30.000,   39111862.000,  153483639.738,         46.300,   39111857.813,  325118072.986,         37.300,,,,,,
I02, 2025-01-28 00:13:00.000,   39108803.930,  153471639.468,         46.400,   39108799.844,  325092653.241,         36.800,,,,,,
I02, 2025-01-28 00:13:30.000,   39105736.789,  153459603.639,         45.200,   39105732.953,  325067158.196,         37.900,,,,,,
I02, 2025-01-28 00:14:00.000,   39102660.422,  153447531.594,         46.400,   39102656.996,  325041586.433,         38.000,,,,,,
I02, 2025-01-28 00:14:30.000,   39099575.172,  153435424.141,         46.800,   39099571.719,  325015939.684,         37.200,,,,,,
I02, 2025-01-28 00:15:00.000,   39096480.758,  153423280.889,         45.900,   39096477.543,  324990217.122,         37.200,,,,,,
I02, 2025-01-28 00:15:30.000,   39093377.594,  153411102.803,         46.800,   39093373.906,  324964420.751,         36.500,,,,,,
I02, 2025-01-28 00:16:00.000,   39090265.297,  153398890.150,         46.400,   39090261.445,  324938551.143,         37.400,,,,,,
I02, 2025-01-28 00:16:30.000,   39087144.242,  153386642.177,         47.100,   39087140.398,  324912606.729,         37.500,,,,,,
I02, 2025-01-28 00:17:00.000,   39084014.508,  153374359.093,         45.800,   39084010.188,  324886587.930,         37.200,,,,,,
I02, 2025-01-28 00:17:30.000,   39080875.234,  153362040.863,         45.500,   39080871.152,  324860494.682,         36.800,,,,,,
I02, 2025-01-28 00:18:00.000,   39077727.156,  153349687.975,         45.700,   39077723.629,  324834328.047,         37.900,,,,,,
I02, 2025-01-28 00:18:30.000,   39074570.750,  153337301.288,         46.400,   39074567.414,  324808089.808,         37.300,,,,,,
I02, 2025-01-28 00:19:00.000,   39071405.414,  153324879.869,         45.600,   39071402.051,  324781777.998,         36.700,,,,,,
I02, 2025-01-28 00:19:30.000,   39068231.375,  153312424.214,         45.600,   39068228.023,  324755393.673,         37.600,,,,,,
I02, 2025-01-28 00:20:00.000,   39065049.102,  153299934.786,         45.900,   39065045.176,  324728937.813,         36.500,,,,,,
I02, 2025-01-28 00:20:30.000,   39061857.617,  153287411.022,         46.300,   39061853.539,  324702409.234,         37.300,,,,,,
I02, 2025-01-28 00:21:00.000,   39058657.852,  153274853.884,         46.700,   39058653.598,  324675809.918,         37.000,,,,,,
I02, 2025-01-28 00:21:30.000,   39055449.313,  153262263.365,         47.000,   39055445.453,  324649139.897,         38.100,,,,,,
I02, 2025-01-28 00:22:00.000,   39052232.594,  153249639.056,         47.000,   39052228.430,  324622398.312,         38.100,,,,,,
I02, 2025-01-28 00:22:30.000,   39049006.539,  153236981.658,         47.400,   39049002.859,  324595586.630,         36.900,,,,,,
I02, 2025-01-28 00:23:00.000,   39045772.656,  153224290.523,         46.900,   39045768.344,  324568703.478,         36.500,,,,,,
I02, 2025-01-28 00:23:30.000,   39042530.063,  153211566.073,         46.800,   39042525.895,  324541749.771,         38.800,,,,,,
I02, 2025-01-28 00:24:00.000,   39039279.461,  153198809.031,         46.100,   39039275.621,  324514727.057,         37.900,,,,,,
I02, 2025-01-28 00:24:30.000,   39036020.031,  153186019.184,         47.000,   39036016.441,  324487634.822,         38.000,,,,,,
I02, 2025-01-28 00:25:00.000,   39032752.273,  153173196.805,         46.900,   39032748.551,  324460473.669,         37.900,,,,,,
I02, 2025-01-28 00:25:30.000,   39029476.320,  153160341.509,         45.700,   39029472.992,  324433242.805,         38.600,,,,,,
I02, 2025-01-28 00:26:00.000,   39026192.531,  153147454.069,         46.000,   39026189.086,  324405943.841,         38.700,,,,,,
I02, 2025-01-28 00:26:30.000,   39022900.500,  153134535.208,         45.300,   39022896.691,  324378578.355,         38.100,,,,,,
I02, 2025-01-28 00:27:00.000,   39019600.031,  153121583.842,         46.300,   39019596.563,  324351144.009,         38.600,,,,,,
I02, 2025-01-28 00:27:30.000,   39016291.445,  153108600.351,         47.300,   39016288.008,  324323641.580,         39.200,,,,,,
I02, 2025-01-28 00:28:00.000,   39012974.984,  153095584.933,         47.500,   39012971.512,  324296071.529,         38.600,,,,,,
I02, 2025-01-28 00:28:30.000,   39009650.063,  153082537.952,         46.400,   39009646.617,  324268434.607,         38.900,,,,,,
I02, 2025-01-28 00:29:00.000,   39006317.984,  153069459.605,         46.400,   39006313.953,  324240731.264,         39.000,,,,,,
I02, 2025-01-28 00:29:30.000,   39002976.945,  153056350.023,         47.300,   39002973.094,  324212961.719,         38.100,,,,,,
I02, 2025-01-28 00:30:00.000,   38999627.898,  153043209.530,         46.800,   38999624.547,  324185126.709,         37.400,,,,,,
I02, 2025-01-28 00:30:30.000,   38996271.539,  153030037.787,         46.000,   38996267.699,  324157225.518,         38.300,,,,,,
I02, 2025-01-28 00:31:00.000,   38992907.266,  153016835.142,         46.400,   38992903.691,  324129258.879,         38.100,,,,,,
I02, 2025-01-28 00:31:30.000,   38989535.094,  153003601.674,         46.500,   38989531.941,  324101226.968,         38.900,,,,,,
I02, 2025-01-28 00:32:00.000,   38986154.500,  152990337.483,         45.200,   38986151.746,  324073129.962,         37.100,,,,,,
I02, 2025-01-28 00:32:30.000,   38982767.156,  152977043.152,         47.000,   38982763.426,  324044969.053,         37.900,,,,,,
I02, 2025-01-28 00:33:00.000,   38979371.391,  152963718.115,         46.400,   38979367.723,  324016743.131,         37.900,,,,,,
I02, 2025-01-28 00:33:30.000,   38975968.008,  152950363.083,         46.500,   38975964.785,  323988453.691,         38.500,,,,,,
I02, 2025-01-28 00:34:00.000,   38972557.039,  152936978.304,         44.700,   38972553.973,  323960101.250,         37.400,,,,,,
