> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-29 00:00:00.000,   39160978.164,  153676385.818,         44.300,   39160974.746,  325526356.627,         38.400,,,,,,
I02, 2025-01-29 00:00:30.000,   39158081.648,  153665018.602,         44.500,   39158078.004,  325502277.876,         38.000,,,,,,
I02, 2025-01-29 00:01:00.000,   39155175.492,  153653613.882,         45.800,   39155171.801,  325478119.676,         38.600,,,,,,
I02, 2025-01-29 00:01:30.000,   39152259.789,  153642170.902,         44.700,   39152255.988,  325453880.426,         39.000,,,,,,
I02, 2025-01-29 00:02:00.000,   39149333.953,  153630689.826,         45.300,   39149330.445,  325429560.470,         37.600,,,,,,
I02, 2025-01-29 00:02:30.000,   39146398.219,  153619170.527,         45.400,   39146394.797,  325405159.552,         38.000,,,,,,
I02, 2025-01-29 00:03:00.000,   39143453.461,  153607614.283,         44.300,   39143449.879,  325380680.383,         37.600,,,,,,
I02, 2025-01-29 00:03:30.000,   39140498.750,  153596020.397,         44.500,   39140495.637,  325356121.476,         38.900,,,,,,
I02, 2025-01-29 00:04:00.000,   39137535.047,  153584389.195,         44.700,   39137531.992,  325331483.534,         39.700,,,,,,
I02, 2025-01-29 00:04:30.000,   39134561.438,  153572720.985,         44.700,   39134558.742,  325306767.213,         39.000,,,,,,
I02, 2025-01-29 00:05:00.000,   39131578.641,  153561015.577,         45.800,   39131575.695,  325281972.099,         38.700,,,,,,
I02, 2025-01-29 00:05:30.000,   39128585.742,  153549272.755,         45.400,   39128582.844,  325257097.704,         37.700,,,,,,
I02, 2025-01-29 00:06:00.000,   39125585.000,  153537493.695,         45.500,   39125581.117,  325232146.567,         38.400,,,,,,
I02, 2025-01-29 00:06:30.000,   39122573.930,  153525677.374,         46.000,   39122570.445,  325207116.507,         38.300,,,,,,
I02, 2025-01-29 00:07:00.000,   39119553.055,  153513825.164,         46.000,   39119550.227,  325182010.428,         39.000,,,,,,
I02, 2025-01-29 00:07:30.000,   39116523.852,  153501936.427,         45.800,   39116520.344,  325156826.954,         37.800,,,,,,
I02, 2025-01-29 00:08:00.000,   39113484.641,  153490011.163,         46.600,   39113481.086,  325131566.125,         37.000,,,,,,
I02, 2025-01-29 00:08:30.000,   39110436.477,  153478050.079,         45.000,   39110432.910,  325106229.408,         38.600,,,,,,
I02, 2025-01-29 00:09:00.000,   39107379.016,  153466052.807,         46.400,   39107375.895,  325080816.051,         37.700,,,,,,
I02, 2025-01-29 00:09:30.000,   39104312.586,  153454019.809,         45.500,   39104309.926,  325055327.039,         38.800,,,,,,
I02, 2025-01-29 00:10:00.000,   39101237.563,  153441950.831,         46.100,   39101234.824,  325029761.793,         37.600,,,,,,
I02, 2025-01-29 00:10:30.000,   39098153.258,  153429846.422,         46.300,   39098150.055,  325004121.506,         37.700,,,,,,
I02, 2025-01-29 00:11:00.000,   39095059.461,  153417706.630,         45.800,   39095056.430,  324978406.266,         38.000,,,,,,
I02, 2025-01-29 00:11:30.000,   39091957.383,  153405531.571,         45.100,   39091953.688,  324952616.322,         36.200,,,,,,
I02, 2025-01-29 00:12:00.000,   39088845.641,  153393321.757,         45.400,   39088841.914,  324926752.752,         36.200,,,,,,
I02, 2025-01-29 00:12:30.000,   39085724.930,  153381076.782,         47.200,   39085721.465,  324900814.673,         37.300,,,,,,
I02, 2025-01-29 00:13:00.000,   39082596.000,  153368796.904,         45.900,   39082592.367,  324874802.691,         36.500,,,,,,
I02, 2025-01-29 00:13:30.000,   39079457.727,  153356481.809,         46.000,   39079454.266,  324848716.110,         38.300,,,,,,
I02, 2025-01-29 00:14:00.000,   39076310.273,  153344132.066,         46.100,   39076307.629,  324822556.116,         38.200,,,,,,
I02, 2025-01-29 00:14:30.000,   39073154.438,  153331748.243,         46.200,   39073151.906,  324796323.966,         37.600,,,,,,
I02, 2025-01-29 00:15:00.000,   39069990.094,  153319330.002,         44.800,   39069987.457,  324770018.901,         37.300,,,,,,
I02, 2025-01-29 00:15:30.000,   39066817.234,  153306877.850,         44.600,   39066814.086,  324743642.000,         37.600,,,,,,
I02, 2025-01-29 00:16:00.000,   39063635.617,  153294391.346,         45.400,   39063631.953,  324717192.343,         37.800,,,,,,
I02, 2025-01-29 00:16:30.000,   39060444.719,  153281871.022,         46.400,   39060441.336,  324690671.019,         37.600,,,,,,
I02, 2025-01-29 00:17:00.000,   39057245.594,  153269316.822,         46.600,   39057242.430,  324664077.943,         37.800,,,,,,
I02, 2025-01-29 00:17:30.000,   39054037.875,  153256729.511,         45.400,   39054035.012,  324637414.732,         36.100,,,,,,
I02, 2025-01-29 00:18:00.000,   39050822.047,  153244108.567,         47.100,   39050818.484,  324610680.281,         37.700,,,,,,
I02, 2025-01-29 00:18:30.000,   39047597.242,  153231454.552,         46.600,   39047593.730,  324583875.741,         37.400,,,,,,
I02, 2025-01-29 00:19:00.000,   39044363.898,  153218766.726,         45.800,   39044360.660,  324556999.600,         37.800,,,,,,
I02, 2025-01-29 00:19:30.000,   39041121.930,  153206045.411,         45.500,   39041119.008,  324530052.528,         38.300,,,,,,
I02, 2025-01-29 00:20:00.000,   39037872.242,  153193291.543,         45.900,   39037869.102,  324503036.542,         38.400,,,,,,
I02, 2025-01-29 00:20:30.000,   39034613.977,  153180505.287,         46.300,   39034610.512,  324475951.901,         38.100,,,,,,
I02, 2025-01-29 00:21:00.000,   39031347.367,  153167686.345,         47.400,   39031343.945,  324448798.021,         38.800,,,,,,
I02, 2025-01-29 00:21:30.000,   39028072.625,  153154834.332,         46.400,   39028069.176,  324421574.090,         38.600,,,,,,
I02, 2025-01-29 00:22:00.000,   39024788.922,  153141950.184,         46.000,   39024786.090,  324394282.132,         39.500,,,,,,
I02, 2025-01-29 00:22:30.000,   39021497.961,  153129034.199,         44.400,   39021494.484,  324366922.717,         38.400,,,,,,
I02, 2025-01-29 00:23:00.000,   39018198.023,  153116086.246,         45.900,   39018195.207,  324339495.576,         39.200,,,,,,
I02, 2025-01-29 00:23:30.000,   39014889.961,  153103106.236,         46.400,   39014887.457,  324312000.536,         39.200,,,,,,
I02, 2025-01-29 00:24:00.000,   39011574.727,  153090094.320,         47.100,   39011571.793,  324284437.914,         39.000,,,,,,
I02, 2025-01-29 00:24:30.000,   39008250.531,  153077051.274,         46.900,   39008248.059,  324256809.342,         39.200,,,,,,
I02, 2025-01-29 00:25:00.000,   39004918.836,  153063976.369,         46.800,   39004916.188,  324229113.276,         38.100,,,,,,
I02, 2025-01-29 00:25:30.000,   39001579.445,  153050869.962,         46.100,   39001576.215,  324201350.498,         38.100,,,,,,
I02, 2025-01-29 00:26:00.000,   38998231.258,  153037732.597,         46.900,   38998228.055,  324173522.140,         38.700,,,,,,
I02, 2025-01-29 00:26:30.000,   38994875.656,  153024563.898,         46.000,   38994872.352,  324145627.398,         38.300,,,,,,
I02, 2025-01-29 00:27:00.000,   38991512.320,  153011364.724,         46.700,   38991509.328,  324117668.142,         38.600,,,,,,
I02, 2025-01-29 00:27:30.000,   38988140.945,  152998135.022,         47.000,   38988138.324,  324089644.214,         39.300,,,,,,
I02, 2025-01-29 00:28:00.000,   38984761.805,  152984874.982,         47.000,   38984758.922,  324061555.989,         38.400,,,,,,
I02, 2025-01-29 00:28:30.000,   38981375.031,  152971584.096,         45.200,   38981371.813,  324033402.423,         38.600,,,,,,
