> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-08 00:00:00.000,   39501964.953,  155014493.502,         43.800,   39501961.809,  328360813.093,         36.200,,,,,,
I02, 2025-01-08 00:00:30.000,   39501094.164,  155011078.280,         45.200,   39501091.152,  328353578.728,         36.800,,,,,,
I02, 2025-01-08 00:01:00.000,   39500209.758,  155007607.981,         44.100,   39500206.504,  328346227.692,         36.700,,,,,,
I02, 2025-01-08 00:01:30.000,   39499311.398,  155004082.918,         44.300,   39499308.047,  328338760.677,         37.000,,,,,,
I02, 2025-01-08 00:02:00.000,   39498398.906,  155000502.771,         45.700,   39498395.676,  328331176.966,         37.700,,,,,,
I02, 2025-01-08 00:02:30.000,   39497472.828,  154996867.920,         45.900,   39497469.527,  328323477.386,         37.500,,,,,,
I02, 2025-01-08 00:03:00.000,   39496533.000,  154993179.381,         45.900,   39496529.539,  328315664.077,         36.900,,,,,,
I02, 2025-01-08 00:03:30.000,   39495578.992,  154989435.495,         45.200,   39495575.246,  328307733.541,         37.300,,,,,,
I02, 2025-01-08 00:04:00.000,   39494610.578,  154985636.565,         46.000,   39494607.348,  328299686.406,         37.200,,,,,,
I02, 2025-01-08 00:04:30.000,   39493628.930,  154981783.397,         44.300,   39493625.902,  328291524.377,         38.400,,,,,,
I02, 2025-01-08 00:05:00.000,   39492632.875,  154977875.853,         43.000,   39492630.840,  328283247.173,         38.700,,,,,,
I02, 2025-01-08 00:05:30.000,   39491623.508,  154973913.965,         43.400,   39491621.656,  328274854.852,         39.000,,,,,,
I02, 2025-01-08 00:06:00.000,   39490600.117,  154969897.538,         44.800,   39490598.348,  328266347.007,         39.300,,,,,,
I02, 2025-01-08 00:06:30.000,   39489562.477,  154965826.984,         45.700,   39489560.953,  328257724.519,         38.500,,,,,,
I02, 2025-01-08 00:07:00.000,   39488512.164,  154961702.208,         44.600,   39488509.512,  328248987.167,         39.200,,,,,,
I02, 2025-01-08 00:07:30.000,   39487446.703,  154957523.188,         44.100,   39487444.672,  328240134.913,         37.300,,,,,,
I02, 2025-01-08 00:08:00.000,   39486367.984,  154953290.484,         45.000,   39486365.793,  328231168.937,         37.000,,,,,,
I02, 2025-01-08 00:08:30.000,   39485275.914,  154949003.867,         45.900,   39485273.195,  328222088.760,         37.700,,,,,,
I02, 2025-01-08 00:09:00.000,   39484169.625,  154944663.039,         44.600,   39484166.723,  328212893.740,         36.700,,,,,,
I02, 2025-01-08 00:09:30.000,   39483049.492,  154940268.546,         45.100,   39483046.789,  328203585.041,         35.600,,,,,,
I02, 2025-01-08 00:10:00.000,   39481916.125,  154935820.329,         43.800,   39481913.406,  328194162.566,         37.600,,,,,,
I02, 2025-01-08 00:10:30.000,   39480769.086,  154931318.545,         46.000,   39480766.563,  328184626.587,         37.800,,,,,,
I02, 2025-01-08 00:11:00.000,   39479608.117,  154926762.721,         43.600,   39479605.449,  328174976.159,         37.900,,,,,,
I02, 2025-01-08 00:11:30.000,   39478432.984,  154922153.551,         43.900,   39478430.816,  328165212.739,         38.100,,,,,,
I02, 2025-01-08 00:12:00.000,   39477246.070,  154917491.245,         43.700,   39477242.738,  328155336.777,         38.300,,,,,,
I02, 2025-01-08 00:12:30.000,   39476043.578,  154912775.016,         43.600,   39476041.133,  328145346.587,         38.100,,,,,,
I02, 2025-01-08 00:13:00.000,   39474827.781,  154908005.583,         44.100,   39474826.074,  328135243.698,         38.800,,,,,,
I02, 2025-01-08 00:13:30.000,   39473599.469,  154903182.717,         43.700,   39473597.238,  328125027.624,         38.700,,,,,,
I02, 2025-01-08 00:14:00.000,   39472356.961,  154898306.858,         44.100,   39472354.621,  328114699.301,         39.100,,,,,,
I02, 2025-01-08 00:14:30.000,   39471101.039,  154893377.504,         43.400,   39471098.797,  328104257.652,         38.800,,,,,,
I02, 2025-01-08 00:15:00.000,   39469831.047,  154888395.772,         44.000,   39469829.430,  328093705.069,         39.200,,,,,,
I02, 2025-01-08 00:15:30.000,   39468548.211,  154883360.574,         43.700,   39468546.148,  328083039.223,         38.400,,,,,,
I02, 2025-01-08 00:16:00.000,   39467251.188,  154878272.543,         42.700,   39467249.457,  328072261.435,         39.000,,,,,,
I02, 2025-01-08 00:16:30.000,   39465941.508,  154873131.229,         45.200,   39465938.871,  328061370.810,         38.100,,,,,,
I02, 2025-01-08 00:17:00.000,   39464617.625,  154867937.077,         44.700,   39464614.766,  328050368.250,         37.900,,,,,,
I02, 2025-01-08 00:17:30.000,   39463280.523,  154862690.445,         43.300,   39463277.711,  328039254.513,         38.400,,,,,,
I02, 2025-01-08 00:18:00.000,   39461930.133,  154857391.261,         44.300,   39461927.406,  328028029.469,         38.000,,,,,,
I02, 2025-01-08 00:18:30.000,   39460566.664,  154852039.395,         44.300,   39460564.039,  328016692.836,         38.400,,,,,,
I02, 2025-01-08 00:19:00.000,   39459189.797,  154846635.045,         44.100,   39459187.137,  328005245.027,         39.300,,,,,,
I02, 2025-01-08 00:19:30.000,   39457798.836,  154841178.355,         44.600,   39457796.891,  327993686.351,         39.400,,,,,,
I02, 2025-01-08 00:20:00.000,   39456394.703,  154835669.508,         42.500,   39456393.082,  327982017.215,         39.100,,,,,,
I02, 2025-01-08 00:20:30.000,   39454978.141,  154830108.690,         42.800,   39454976.059,  327970237.968,         38.300,,,,,,
I02, 2025-01-08 00:21:00.000,   39453547.563,  154824495.628,         43.800,   39453545.301,  327958348.049,         37.900,,,,,,
I02, 2025-01-08 00:21:30.000,   39452103.820,  154818830.504,         42.500,   39452101.418,  327946347.855,         38.200,,,,,,
I02, 2025-01-08 00:22:00.000,   39450647.164,  154813113.080,         42.400,   39450644.266,  327934236.875,         38.500,,,,,,
I02, 2025-01-08 00:22:30.000,   39449176.969,  154807343.863,         43.000,   39449174.465,  327922016.187,         39.000,,,,,,
I02, 2025-01-08 00:23:00.000,   39447693.133,  154801522.843,         43.000,   39447691.480,  327909685.766,         39.200,,,,,,
I02, 2025-01-08 00:23:30.000,   39446197.188,  154795649.962,         43.900,   39446195.121,  327897245.486,         39.400,,,,,,
I02, 2025-01-08 00:24:00.000,   39444687.039,  154789725.657,         42.100,   39444685.465,  327884696.287,         39.400,,,,,,
I02, 2025-01-08 00:24:30.000,   39443164.797,  154783749.570,         43.000,   39443162.434,  327872037.413,         39.200,,,,,,
I02, 2025-01-08 00:25:00.000,   39441628.586,  154777722.251,         43.500,   39441626.449,  327859270.007,         39.100,,,,,,
I02, 2025-01-08 00:25:30.000,   39440079.820,  154771643.529,         43.800,   39440077.355,  327846393.718,         38.100,,,,,,
I02, 2025-01-08 00:26:00.000,   39438517.531,  154765513.837,         42.500,   39438514.988,  327833409.445,         38.400,,,,,,
I02, 2025-01-08 00:26:30.000,   39436942.688,  154759331.952,         43.600,   39436939.410,  327820314.608,         37.800,,,,,,
