> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-03 00:00:00.000,   39520906.781,  155088823.775,         42.300,   39520904.164,  328518267.571,         35.500,,,,,,
I02, 2025-01-03 00:00:30.000,   39520607.297,  155087649.394,         44.100,   39520604.883,  328515779.921,         34.900,,,,,,
I02, 2025-01-03 00:01:00.000,   39520293.516,  155086417.840,         42.800,   39520291.109,  328513171.148,         36.200,,,,,,
I02, 2025-01-03 00:01:30.000,   39519965.594,  155085130.229,         42.300,   39519962.348,  328510443.639,         36.700,,,,,,
I02, 2025-01-03 00:02:00.000,   39519623.047,  155083786.235,         43.100,   39519619.852,  328507596.696,         36.300,,,,,,
I02, 2025-01-03 00:02:30.000,   39519265.953,  155082385.459,         42.900,   39519263.168,  328504629.466,         36.000,,,,,,
I02, 2025-01-03 00:03:00.000,   39518895.102,  155080927.905,         43.300,   39518891.848,  328501541.953,         38.100,,,,,,
I02, 2025-01-03 00:03:30.000,   39518509.289,  155079413.715,         41.600,   39518506.313,  328498334.498,         36.400,,,,,,
I02, 2025-01-03 00:04:00.000,   39518109.000,  155077843.082,         42.000,   39518105.977,  328495007.464,         37.600,,,,,,
I02, 2025-01-03 00:04:30.000,   39517693.844,  155076215.353,         43.000,   39517691.004,  328491559.487,         37.100,,,,,,
I02, 2025-01-03 00:05:00.000,   39517265.000,  155074531.271,         43.200,   39517261.930,  328487992.149,         37.900,,,,,,
I02, 2025-01-03 00:05:30.000,   39516821.117,  155072790.896,         42.800,   39516818.324,  328484305.576,         37.900,,,,,,
I02, 2025-01-03 00:06:00.000,   39516362.930,  155070994.199,         43.200,   39516360.324,  328480499.678,         37.400,,,,,,
I02, 2025-01-03 00:06:30.000,   39515890.969,  155069140.765,         43.700,   39515887.996,  328476573.593,         37.900,,,,,,
I02, 2025-01-03 00:07:00.000,   39515404.305,  155067231.256,         42.500,   39515401.293,  328472528.738,         38.300,,,,,,
I02, 2025-01-03 00:07:30.000,   39514903.211,  155065265.265,         42.800,   39514900.582,  328468364.239,         37.700,,,,,,
I02, 2025-01-03 00:08:00.000,   39514387.961,  155063243.324,         42.700,   39514385.520,  328464081.243,         38.100,,,,,,
I02, 2025-01-03 00:08:30.000,   39513858.633,  155061164.894,         43.500,   39513855.883,  328459678.560,         37.600,,,,,,
I02, 2025-01-03 00:09:00.000,   39513314.477,  155059030.497,         43.900,   39513311.906,  328455157.345,         37.100,,,,,,
I02, 2025-01-03 00:09:30.000,   39512756.500,  155056839.947,         42.800,   39512753.453,  328450517.175,         37.300,,,,,,
I02, 2025-01-03 00:10:00.000,   39512183.758,  155054593.049,         42.900,   39512180.594,  328445757.644,         36.900,,,,,,
I02, 2025-01-03 00:10:30.000,   39511596.680,  155052290.227,         42.900,   39511593.824,  328440879.635,         36.000,,,,,,
I02, 2025-01-03 00:11:00.000,   39510996.031,  155049931.669,         42.600,   39510992.648,  328435883.575,         36.100,,,,,,
I02, 2025-01-03 00:11:30.000,   39510380.500,  155047516.978,         42.400,   39510377.074,  328430768.640,         36.000,,,,,,
I02, 2025-01-03 00:12:00.000,   39509750.742,  155045046.631,         44.300,   39509747.430,  328425535.782,         37.500,,,,,,
I02, 2025-01-03 00:12:30.000,   39509107.102,  155042520.168,         44.300,   39509103.898,  328420184.068,         36.600,,,,,,
I02, 2025-01-03 00:13:00.000,   39508449.313,  155039938.185,         43.200,   39508445.773,  328414714.727,         37.000,,,,,,
I02, 2025-01-03 00:13:30.000,   39507777.125,  155037300.338,         43.800,   39507773.320,  328409127.077,         35.600,,,,,,
I02, 2025-01-03 00:14:00.000,   39507090.430,  155034606.745,         41.700,   39507087.184,  328403421.346,         37.200,,,,,,
I02, 2025-01-03 00:14:30.000,   39506390.352,  155031857.679,         41.800,   39506387.152,  328397598.095,         37.700,,,,,,
I02, 2025-01-03 00:15:00.000,   39505675.469,  155029053.033,         43.000,   39505672.500,  328391657.135,         37.900,,,,,,
I02, 2025-01-03 00:15:30.000,   39504946.648,  155026193.026,         43.000,   39504943.813,  328385598.912,         38.100,,,,,,
I02, 2025-01-03 00:16:00.000,   39504203.836,  155023277.592,         42.400,   39504201.211,  328379423.256,         37.900,,,,,,
I02, 2025-01-03 00:16:30.000,   39503447.211,  155020306.295,         43.800,   39503444.082,  328373129.288,         38.400,,,,,,
I02, 2025-01-03 00:17:00.000,   39502675.898,  155017280.052,         45.500,   39502672.992,  328366718.941,         38.200,,,,,,
I02, 2025-01-03 00:17:30.000,   39501890.172,  155014198.524,         45.900,   39501887.813,  328360191.482,         37.900,,,,,,
I02, 2025-01-03 00:18:00.000,   39501091.023,  155011061.758,         45.700,   39501088.164,  328353547.021,         37.500,,,,,,
I02, 2025-01-03 00:18:30.000,   39500277.469,  155007869.520,         45.300,   39500274.137,  328346785.020,         37.600,,,,,,
I02, 2025-01-03 00:19:00.000,   39499450.063,  155004622.474,         45.000,   39499446.531,  328339906.963,         37.200,,,,,,
I02, 2025-01-03 00:19:30.000,   39498608.570,  155001320.132,         45.300,   39498604.852,  328332911.763,         37.100,,,,,,
I02, 2025-01-03 00:20:00.000,   39497752.664,  154997962.191,         44.900,   39497748.965,  328325798.771,         36.600,,,,,,
I02, 2025-01-03 00:20:30.000,   39496882.836,  154994549.896,         43.200,   39496879.258,  328318570.671,         36.700,,,,,,
I02, 2025-01-03 00:21:00.000,   39495999.539,  154991082.874,         44.400,   39495995.574,  328311226.607,         36.300,,,,,,
I02, 2025-01-03 00:21:30.000,   39495101.977,  154987560.566,         43.600,   39495098.047,  328303765.467,         36.500,,,,,,
I02, 2025-01-03 00:22:00.000,   39494191.195,  154983983.780,         45.000,   39494186.945,  328296188.912,         36.900,,,,,,
I02, 2025-01-03 00:22:30.000,   39493265.375,  154980352.173,         45.100,   39493261.809,  328288496.252,         37.300,,,,,,
I02, 2025-01-03 00:23:00.000,   39492326.336,  154976665.937,         43.300,   39492322.742,  328280687.860,         38.700,,,,,,
I02, 2025-01-03 00:23:30.000,   39491372.789,  154972925.195,         45.800,   39491369.781,  328272764.023,         38.300,,,,,,
I02, 2025-01-03 00:24:00.000,   39490405.555,  154969129.782,         43.500,   39490402.766,  328264724.384,         38.200,,,,,,
I02, 2025-01-03 00:24:30.000,   39489424.820,  154965279.911,         45.600,   39489421.816,  328256569.394,         38.500,,,,,,
I02, 2025-01-03 00:25:00.000,   39488429.484,  154961375.914,         44.200,   39488427.168,  328248299.735,         38.600,,,,,,
I02, 2025-01-03 00:25:30.000,   39487421.164,  154957417.559,         45.100,   39487418.457,  328239914.941,         38.200,,,,,,
I02, 2025-01-03 00:26:00.000,   39486398.563,  154953405.148,         45.500,   39486395.855,  328231415.647,         38.400,,,,,,
I02, 2025-01-03 00:26:30.000,   39485362.117,  154949338.279,         42.900,   39485359.215,  328222800.984,         37.700,,,,,,
I02, 2025-01-03 00:27:00.000,   39484311.633,  154945217.118,         45.800,   39484308.582,  328214071.307,         37.600,,,,,,
I02, 2025-01-03 00:27:30.000,   39483248.109,  154941041.562,         44.300,   39483244.246,  328205226.424,         37.200,,,,,,
I02, 2025-01-03 00:28:00.000,   39482170.023,  154936811.922,         43.000,   39482166.203,  328196266.982,         37.100,,,,,,
I02, 2025-01-03 00:28:30.000,   39481078.641,  154932528.692,         45.000,   39481074.734,  328187194.011,         37.500,,,,,,
I02, 2025-01-03 00:29:00.000,   39479973.148,  154928191.245,         45.000,   39479969.477,  328178006.196,         37.100,,,,,,
I02, 2025-01-03 00:29:30.000,   39478854.094,  154923800.013,         43.900,   39478850.543,  328168704.462,         37.600,,,,,,
