> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-31 00:00:00.000,   39110272.813,  153477398.439,         46.400,   39110268.313,  325104856.797,         36.500,,,,,,
I02, 2025-01-31 00:00:30.000,   39107224.422,  153465437.088,         45.400,   39107220.273,  325079519.520,         37.400,,,,,,
I02, 2025-01-31 00:01:00.000,   39104167.703,  153453440.525,         46.200,   39104163.441,  325054107.664,         38.200,,,,,,
I02, 2025-01-31 00:01:30.000,   39101101.375,  153441407.401,         45.600,   39101096.820,  325028618.371,         37.100,,,,,,
I02, 2025-01-31 00:02:00.000,   39098026.172,  153429339.223,         45.800,   39098021.422,  325003054.790,         37.600,,,,,,
I02, 2025-01-31 00:02:30.000,   39094941.664,  153417235.217,         46.300,   39094937.180,  324977415.357,         37.900,,,,,,
I02, 2025-01-31 00:03:00.000,   39091848.273,  153405095.797,         46.000,   39091843.598,  324951700.911,         36.900,,,,,,
I02, 2025-01-31 00:03:30.000,   39088746.297,  153392921.921,         46.000,   39088741.559,  324925913.466,         38.300,,,,,,
I02, 2025-01-31 00:04:00.000,   39085634.781,  153380712.428,         47.000,   39085630.328,  324900050.560,         37.900,,,,,,
I02, 2025-01-31 00:04:30.000,   39082514.914,  153368468.475,         46.500,   39082510.230,  324874114.667,         37.300,,,,,,
I02, 2025-01-31 00:05:00.000,   39079385.633,  153356188.768,         46.800,   39079381.125,  324848103.040,         38.300,,,,,,
I02, 2025-01-31 00:05:30.000,   39076247.383,  153343874.793,         46.200,   39076243.523,  324822018.842,         37.700,,,,,,
I02, 2025-01-31 00:06:00.000,   39073100.250,  153331526.061,         46.500,   39073096.953,  324795861.002,         37.700,,,,,,
I02, 2025-01-31 00:06:30.000,   39069944.781,  153319142.430,         45.700,   39069941.223,  324769629.251,         38.400,,,,,,
I02, 2025-01-31 00:07:00.000,   39066780.211,  153306725.232,         45.700,   39066776.340,  324743326.400,         37.400,,,,,,
I02, 2025-01-31 00:07:30.000,   39063607.859,  153294273.882,         46.200,   39063603.398,  324716951.192,         37.500,,,,,,
I02, 2025-01-31 00:08:00.000,   39060426.070,  153281788.435,         46.500,   39060421.824,  324690503.774,         37.300,,,,,,
